"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0080164","regulation of nitric oxide metabolic process","9/655","69/18860",0.130434782608696,3.75572519083969,4.34980856377592,0.0006133422501655,0.00664783858243896,0.00468181113199336,"CD36/CAV1/KLF2/KLF4/HBB/CLU/ACP5/EDN1/CX3CR1",9
"GO:0110053","regulation of actin filament organization","21/655","274/18860",0.0766423357664234,2.20683122527442,3.8169238193549,0.00061984319605037,0.00670388349376366,0.00472128135776338,"S1PR1/SLIT2/ARHGAP6/RGCC/SEMA5A/SPTBN1/KANK3/DLC1/KANK2/LIMCH1/SYNPO/LMOD1/FERMT2/GMFG/PIK3R1/CYRIA/WASF3/PTGER4/F2RL1/CXCL12/CCN2",21
"GO:0031348","negative regulation of defense response","23/655","313/18860",0.073482428115016,2.11584518205985,3.77592982140469,0.000627339025801006,0.00677042546046482,0.00476814424659302,"CDH5/TEK/FOXF1/KLF4/MDK/WFDC1/A2M/SLC39A8/IL33/HLA-E/FGR/VSIG4/MMP12/SERPING1/LDLR/PTGER4/DSG2/ALOX5/ACP5/CEACAM1/SFN/IRAK3/PBK",23
"GO:0035809","regulation of urine volume","5/655","21/18860",0.238095238095238,6.85568884042166,5.09264442281503,0.000637309053220379,0.00679077722670341,0.00478247719474601,"EDNRB/NPR1/HYAL2/NPR3/EDN1",5
"GO:0051447","negative regulation of meiotic cell cycle","5/655","21/18860",0.238095238095238,6.85568884042166,5.09264442281503,0.000637309053220379,0.00679077722670341,0.00478247719474601,"ZWINT/RPS6KA2/TTK/DUSP1/TRIP13",5
"GO:0060216","definitive hemopoiesis","5/655","21/18860",0.238095238095238,6.85568884042166,5.09264442281503,0.000637309053220379,0.00679077722670341,0.00478247719474601,"TEK/TAL1/TGFBR3/GATA2/MEIS1",5
"GO:0060973","cell migration involved in heart development","5/655","21/18860",0.238095238095238,6.85568884042166,5.09264442281503,0.000637309053220379,0.00679077722670341,0.00478247719474601,"ENG/FLRT3/EDN1/FOLR1/EDNRA",5
"GO:0072567","chemokine (C-X-C motif) ligand 2 production","5/655","21/18860",0.238095238095238,6.85568884042166,5.09264442281503,0.000637309053220379,0.00679077722670341,0.00478247719474601,"MIF/LPL/KLF4/F2RL1/POSTN",5
"GO:2000341","regulation of chemokine (C-X-C motif) ligand 2 production","5/655","21/18860",0.238095238095238,6.85568884042166,5.09264442281503,0.000637309053220379,0.00679077722670341,0.00478247719474601,"MIF/LPL/KLF4/F2RL1/POSTN",5
"GO:0001953","negative regulation of cell-matrix adhesion","7/655","43/18860",0.162790697674419,4.68737795135807,4.5915712558277,0.000640058764974838,0.00679088200199201,0.00478255098385904,"FAM107A/ARHGAP6/DLC1/PIK3R1/MMP12/POSTN/CDKN2A",7
"GO:0015850","organic hydroxy compound transport","22/655","294/18860",0.0748299319727891,2.15464506413252,3.7848409520927,0.000641347613389875,0.00679088200199201,0.00478255098385904,"CD36/SPP1/AGTR1/ABCA8/CAV1/GPM6B/ACACB/ABCA3/ABCC3/CLU/LDLR/SLC6A4/CES1/PTCH1/SLC16A3/AQP1/MSR1/RBP4/CEACAM1/CXCL12/ABCG1/GABBR1",22
"GO:0009308","amine metabolic process","11/655","99/18860",0.111111111111111,3.19932145886344,4.16162511576282,0.00064270847518853,0.00679088200199201,0.00478255098385904,"NPR1/EPAS1/AOC3/KL/MAOA/HPRT1/SLC1A1/ALDH2/GPR37/EDNRA/NR4A2",11
"GO:0051348","negative regulation of transferase activity","11/655","99/18860",0.111111111111111,3.19932145886344,4.16162511576282,0.00064270847518853,0.00679088200199201,0.00478255098385904,"RASIP1/ADARB1/HEG1/CDKN1C/MAD2L1/GPRC5A/ZFP36/CEACAM1/DUSP1/SFN/CDKN2A",11
"GO:0072330","monocarboxylic acid biosynthetic process","19/655","237/18860",0.080168776371308,2.30837117917995,3.8447221427441,0.000644551505630233,0.00679610792547358,0.00478623139613553,"ACADL/FGFR4/ACACB/NME1/MIF/LPL/QKI/PTGDS/PLA2G1B/PDK4/CES1/KAT2B/FABP5/SHMT2/ALOX5/MTHFD2/CEACAM1/EDN1/PLA2G4A",19
"GO:0048678","response to axon injury","10/655","84/18860",0.119047619047619,3.42784442021083,4.23003145087817,0.000650185898469448,0.00683965743854765,0.0048169016045912,"SPP1/KLF4/SLC1A1/CDK1/FLRT3/PTN/MATN2/TYROBP/FOLR1/TNC",10
"GO:0001667","ameboidal-type cell migration","20/655","256/18860",0.078125,2.24952290076336,3.81808573262554,0.000651395946528348,0.00683965743854765,0.0048169016045912,"EDNRB/SASH1/TNS1/SEMA5A/MACF1/KANK2/TGFBR2/SEMA3G/TPBG/GPC3/HBEGF/HYAL2/TIMP1/SEMA6A/ZEB2/AQP1/MMP9/EDN1/FOLR1/EDNRA",20
"GO:0061008","hepaticobiliary system development","14/655","148/18860",0.0945945945945946,2.72374664741077,3.9932713879653,0.000656804519227813,0.00687143045300088,0.00483927808845425,"TGFBR3/LIMS2/GATA6/TBX3/MDK/HLX/SRD5A1/PTCH1/AURKA/SLC7A5/PTN/CEACAM1/EZH2/IL6",14
"GO:0019217","regulation of fatty acid metabolic process","12/655","115/18860",0.104347826086957,3.00458015267176,4.08991481427917,0.000657148706021116,0.00687143045300088,0.00483927808845425,"ACADL/CAV1/ACACB/NME1/FMO2/PDK4/KAT2B/FABP5/PGK1/CEACAM1/EDN1/GDF15",12
"GO:0045778","positive regulation of ossification","8/655","56/18860",0.142857142857143,4.113413304253,4.42578495150284,0.000660762605443898,0.00688066845338274,0.00484578404862293,"GPM6B/KL/ADRB2/ZBTB16/TFAP2A/ALOX5/BMP2/PTN",8
"GO:0061756","leukocyte adhesion to vascular endothelial cell","8/655","56/18860",0.142857142857143,4.113413304253,4.42578495150284,0.000660762605443898,0.00688066845338274,0.00484578404862293,"JAM2/KLF4/MDK/SLC39A8/ALOX5/CXCL12/CX3CR1/IL6",8
"GO:0071453","cellular response to oxygen levels","16/655","183/18860",0.087431693989071,2.51749885287615,3.91277608625683,0.000668055990098208,0.0069279880454629,0.00487910937537613,"KCNK3/EPAS1/CAV1/RGCC/GATA6/ENO1/FGFR2/CCNB1/NDNF/AQP1/AK4/PGK1/EDN1/PMAIP1/FOS/LCN2",16
"GO:1905952","regulation of lipid localization","16/655","183/18860",0.087431693989071,2.51749885287615,3.91277608625683,0.000668055990098208,0.0069279880454629,0.00487910937537613,"CD36/SPP1/AGTR1/ABCA8/CAV1/ACACB/MIF/LPL/ABCA3/CES1/PTCH1/MSR1/EDN1/ABCG1/PLA2G4A/IL6",16
"GO:0048588","developmental cell growth","19/655","238/18860",0.0798319327731092,2.29867214061197,3.8243662777558,0.000678356596378267,0.00701214790636653,0.00493837985385713,"SPP1/SLIT2/SEMA5A/MACF1/TGFBR2/TRPV2/SEMA3G/MEIS1/NEDD4L/CDH1/NRN1/CRABP2/ZEB2/AURKA/FLRT3/CXCL12/EDN1/POSTN/EDNRA",19
"GO:1902903","regulation of supramolecular fiber organization","27/655","395/18860",0.0683544303797468,1.9681901633008,3.68866484247427,0.000678954003632315,0.00701214790636653,0.00493837985385713,"CDH5/S1PR1/SLIT2/ARHGAP6/RGCC/SEMA5A/SPTBN1/CRYAB/KANK3/DLC1/KANK2/LIMCH1/SYNPO/LMOD1/FERMT2/GMFG/PIK3R1/CYRIA/CLU/LDLR/WASF3/PTGER4/TPX2/F2RL1/CXCL12/EDN1/CCN2",27
"GO:0060395","SMAD protein signal transduction","11/655","100/18860",0.11,3.16732824427481,4.12185692024502,0.000699982107398503,0.00721453951183734,0.00508091629781025,"TGFBR3/SPTBN1/ENG/TGFBR2/GREM1/SMAD6/WWTR1/BMP2/TTK/GDF15/FOS",11
"GO:0032370","positive regulation of lipid transport","10/655","85/18860",0.117647058823529,3.38751683879659,4.18456744403066,0.000714415876727608,0.0073333116470614,0.00516456283915853,"SPP1/ABCA8/CAV1/MIF/ABCA3/CES1/PTCH1/EDN1/ABCG1/PLA2G4A",10
"GO:0034103","regulation of tissue remodeling","10/655","85/18860",0.117647058823529,3.38751683879659,4.18456744403066,0.000714415876727608,0.0073333116470614,0.00516456283915853,"AGER/SPP1/S1PR1/CLDN18/LEPR/MDK/GREM1/PDK4/CEACAM1/IL6",10
"GO:0060045","positive regulation of cardiac muscle cell proliferation","6/655","32/18860",0.1875,5.39885496183206,4.72386171487444,0.000718235456016778,0.00735753393968407,0.00518162164674492,"TGFBR3/TBX2/GATA6/FGFR2/CCNB1/CDK1",6
"GO:0070661","leukocyte proliferation","25/655","356/18860",0.0702247191011236,2.02204305686594,3.69271695077663,0.000720582277194475,0.00736660177902668,0.00518800776918922,"AGER/EMP2/MIF/LRRC32/TGFBR2/GREM1/SFTPD/IL33/HLA-E/TNFRSF21/VSIG4/CLU/HPRT1/NPR3/CD24/IL7R/F2RL1/HSPD1/TYROBP/SCGB1A1/CDKN2A/MNDA/CD55/IL6/IGFBP2",25
"GO:0036294","cellular response to decreased oxygen levels","15/655","167/18860",0.0898203592814371,2.58627782602733,3.90555379947057,0.000736819943427894,0.00750582361030579,0.00528605622680683,"KCNK3/EPAS1/RGCC/GATA6/ENO1/FGFR2/CCNB1/NDNF/AQP1/AK4/PGK1/EDN1/PMAIP1/FOS/LCN2",15
"GO:0030501","positive regulation of bone mineralization","7/655","44/18860",0.159090909090909,4.58084663428175,4.51058680874799,0.000738668355299935,0.00750582361030579,0.00528605622680683,"GPM6B/KL/ADRB2/TFAP2A/ALOX5/BMP2/PTN",7
"GO:1900744","regulation of p38MAPK cascade","7/655","44/18860",0.159090909090909,4.58084663428175,4.51058680874799,0.000738668355299935,0.00750582361030579,0.00528605622680683,"AGER/SASH1/PER1/STK39/BMP2/GADD45B/DUSP1",7
"GO:0042476","odontogenesis","13/655","133/18860",0.0977443609022556,2.81444068185731,3.98308091052256,0.000743982515549518,0.0075311358434747,0.00530388263663256,"TMT1A/CD34/SOSTDC1/FGFR2/COL1A1/TFAP2A/COL1A2/AQP1/ID3/BMP2/EDN1/PERP/TNC",13
"GO:0002686","negative regulation of leukocyte migration","8/655","57/18860",0.140350877192982,4.04124815856435,4.36174580862054,0.000745642219423388,0.0075311358434747,0.00530388263663256,"SLIT2/MIF/GREM1/IL33/PTGER4/CXCL12/DUSP1/GDF15",8
"GO:0002886","regulation of myeloid leukocyte mediated immunity","8/655","57/18860",0.140350877192982,4.04124815856435,4.36174580862054,0.000745642219423388,0.0075311358434747,0.00530388263663256,"FOXF1/GATA2/DNASE1L3/HLA-E/FGR/F2RL1/TYROBP/CX3CR1",8
"GO:0007369","gastrulation","17/655","203/18860",0.083743842364532,2.41131124732072,3.83472791052076,0.000750298433039045,0.00755028152246143,0.00531736618499163,"FOXF1/TAL1/GATA6/KLF4/TGFBR2/PLPP3/COL11A1/GPC3/FGFR2/ITGA8/ETS2/GPI/COL5A2/MMP9/DUSP1/COL5A1/NR4A3",17
"GO:0071675","regulation of mononuclear cell migration","14/655","150/18860",0.0933333333333333,2.68743002544529,3.93567426419608,0.000750533937054202,0.00755028152246143,0.00531736618499163,"AGER/JAM2/SLIT2/MIF/MDK/GREM1/GAS6/STK39/C5AR1/NEDD9/CXCL13/CXCL12/DUSP1/CX3CR1",14
"GO:0050727","regulation of inflammatory response","30/655","460/18860",0.0652173913043478,1.87786259541985,3.61560674285462,0.000755780083029318,0.00758791159057323,0.0053438675612809,"EDNRB/CDH5/AGER/TEK/FABP4/FOXF1/AGTR1/LPL/KLF4/DNASE1L3/MDK/WFDC1/SLC39A8/IL33/HLA-E/FGR/HYAL2/LDLR/STK39/PTGER4/DSG2/ALOX5/CAMK2N1/MMP9/ACP5/SCGB1A1/PBK/IL1RL1/TNC/IL6",30
"GO:0007566","embryo implantation","9/655","71/18860",0.126760563380282,3.64993011504139,4.24322831535626,0.000758005902601456,0.00759512872586747,0.00534895030568611,"SPP1/EMP2/RECK/FBLN1/TPPP3/H3-3B/TIMP1/MMP9/SCGB1A1",9
"GO:0048640","negative regulation of developmental growth","11/655","101/18860",0.108910891089109,3.13596855868793,4.08258597624754,0.000761434910117994,0.00761434910117994,0.00536248645972822,"SPP1/SEMA5A/ADRB2/WWC2/SEMA3G/CDH1/SLC6A4/PTCH1/SOCS2/RBP4/GDF15",11
"GO:0050767","regulation of neurogenesis","26/655","378/18860",0.0687830687830688,1.98053233167737,3.65273338579334,0.000773137130947027,0.00771606166331291,0.00543411861501485,"SPP1/SLIT2/SEMA5A/MACF1/QKI/GATA2/TRPV2/MDK/SEMA3G/ID4/LDLR/CDH1/ASPM/MME/CRABP2/ZEB2/HEY1/MYRF/BMP2/SLC7A5/PTN/NTRK2/CXCL12/EZH2/CX3CR1/IL6",26
"GO:0050679","positive regulation of epithelial cell proliferation","18/655","222/18860",0.0810810810810811,2.33463998349495,3.79424703620993,0.000776394853069525,0.00773326098709566,0.00544623142198968,"TEK/AGTR1/JCAD/SEMA5A/NME1/CAV2/GATA2/MDK/HLX/AKT3/MMP12/FGFR2/CDH3/C5AR1/PTN/CXCL12/NR4A1/NR4A3",18
"GO:0006576","biogenic amine metabolic process","10/655","86/18860",0.116279069767442,3.34812710811291,4.13977807189808,0.000783784163219119,0.00779038569651178,0.00548646210706719,"NPR1/EPAS1/KL/MAOA/HPRT1/SLC1A1/ALDH2/GPR37/EDNRA/NR4A2",10
"GO:0019370","leukotriene biosynthetic process","5/655","22/18860",0.227272727272727,6.5440666204025,4.93522574861467,0.000801377624611054,0.00779038569651178,0.00548646210706719,"PLA2G1B/ALOX5/GGTLC1/ALOX5AP/PLA2G4A",5
"GO:0061621","canonical glycolysis","5/655","22/18860",0.227272727272727,6.5440666204025,4.93522574861467,0.000801377624611054,0.00779038569651178,0.00548646210706719,"ENO1/PFKP/GPI/PGK1/GPR87",5
"GO:0061718","glucose catabolic process to pyruvate","5/655","22/18860",0.227272727272727,6.5440666204025,4.93522574861467,0.000801377624611054,0.00779038569651178,0.00548646210706719,"ENO1/PFKP/GPI/PGK1/GPR87",5
"GO:0072574","hepatocyte proliferation","5/655","22/18860",0.227272727272727,6.5440666204025,4.93522574861467,0.000801377624611054,0.00779038569651178,0.00548646210706719,"LIMS2/MDK/PTN/CEACAM1/IL6",5
"GO:0072575","epithelial cell proliferation involved in liver morphogenesis","5/655","22/18860",0.227272727272727,6.5440666204025,4.93522574861467,0.000801377624611054,0.00779038569651178,0.00548646210706719,"LIMS2/MDK/PTN/CEACAM1/IL6",5
"GO:0007144","female meiosis I","4/655","13/18860",0.307692307692308,8.85965942454492,5.37698626423295,0.000802224241366987,0.00779038569651178,0.00548646210706719,"CCNB2/AURKA/NDC80/TRIP13",4
"GO:0032494","response to peptidoglycan","4/655","13/18860",0.307692307692308,8.85965942454492,5.37698626423295,0.000802224241366987,0.00779038569651178,0.00548646210706719,"INAVA/C5AR1/IRAK3/IL6",4
"GO:0040015","negative regulation of multicellular organism growth","4/655","13/18860",0.307692307692308,8.85965942454492,5.37698626423295,0.000802224241366987,0.00779038569651178,0.00548646210706719,"ADRB2/PTCH1/SOCS2/GDF15",4
"GO:0042045","epithelial fluid transport","4/655","13/18860",0.307692307692308,8.85965942454492,5.37698626423295,0.000802224241366987,0.00779038569651178,0.00548646210706719,"EDNRB/CLDN18/AQP1/EDN1",4
"GO:0055015","ventricular cardiac muscle cell development","4/655","13/18860",0.307692307692308,8.85965942454492,5.37698626423295,0.000802224241366987,0.00779038569651178,0.00548646210706719,"MYH10/CCNB1/FHL2/CDK1",4
"GO:0106014","regulation of inflammatory response to wounding","4/655","13/18860",0.307692307692308,8.85965942454492,5.37698626423295,0.000802224241366987,0.00779038569651178,0.00548646210706719,"MDK/IL33/DSG2/ALOX5",4
"GO:1900272","negative regulation of long-term synaptic potentiation","4/655","13/18860",0.307692307692308,8.85965942454492,5.37698626423295,0.000802224241366987,0.00779038569651178,0.00548646210706719,"FAM107A/AGER/PTN/TYROBP",4
"GO:0010876","lipid localization","31/655","483/18860",0.0641821946169772,1.84805525263541,3.58133580549866,0.000808116654472772,0.0078174816478748,0.00550554471943063,"CD36/SPP1/FABP4/AGTR1/ABCA8/CAV1/ACACB/MIF/LPL/SLC27A3/SLCO2A1/ABCA3/PLA2G1B/ABCC3/CLU/LDLR/PLSCR4/CES1/KCNN4/SLC2A1/PTCH1/FABP5/CRABP2/APOLD1/MSR1/RBP4/CEACAM1/EDN1/ABCG1/PLA2G4A/IL6",31
"GO:0022411","cellular component disassembly","31/655","483/18860",0.0641821946169772,1.84805525263541,3.58133580549866,0.000808116654472772,0.0078174816478748,0.00550554471943063,"FGFR4/SEMA5A/NME1/SPTBN1/ENG/DNASE1L3/TOP2A/ADRB2/RECK/LMOD1/PIK3R1/HMGA1/ATP2A2/FAP/MMP12/TIMP3/CDK1/TPX2/NEDD9/MMP11/KIF2A/MMP1/AURKA/MMP9/F2RL1/TPSAB1/IRAK3/CX3CR1/C1QB/MMP7/IL6",31
"GO:0046394","carboxylic acid biosynthetic process","24/655","339/18860",0.0707964601769911,2.03850570830237,3.65983208244341,0.000815897665442683,0.00787763263186039,0.00554790669060844,"ACADL/FGFR4/ACACB/NME1/MIF/LPL/QKI/CDO1/PTGDS/PLA2G1B/PDK4/PLOD2/CES1/KAT2B/FABP5/ALDH1A1/SHMT2/ALOX5/MTHFD2/CEACAM1/EDN1/GGTLC1/ALOX5AP/PLA2G4A",24
"GO:0002275","myeloid cell activation involved in immune response","11/655","102/18860",0.107843137254902,3.10522376889687,4.04380051729972,0.00082729924814277,0.00795722940961749,0.00560396356917923,"FOXF1/GATA2/DNASE1L3/PTGDS/IL33/FGR/F2RL1/ANXA3/TYROBP/NR4A3/CX3CR1",11
"GO:0045638","negative regulation of myeloid cell differentiation","11/655","102/18860",0.107843137254902,3.10522376889687,4.04380051729972,0.00082729924814277,0.00795722940961749,0.00560396356917923,"CLDN18/HOXA5/QKI/HMGB3/GATA2/ZBTB16/MEIS1/PIK3R1/MEIS2/ZFP36/CEACAM1",11
"GO:1902904","negative regulation of supramolecular fiber organization","15/655","169/18860",0.0887573964497041,2.5556709878495,3.85327029667541,0.000833268498424503,0.00799937758487523,0.00563364687055123,"CDH5/S1PR1/SLIT2/ARHGAP6/SPTBN1/CRYAB/KANK3/DLC1/KANK2/LMOD1/GMFG/PIK3R1/CLU/LDLR/TPX2",15
"GO:0050918","positive chemotaxis","9/655","72/18860",0.125,3.59923664122137,4.1913741604689,0.000840117418476838,0.00804979427589974,0.00566915336222513,"AGER/VEGFD/S1PR1/SEMA5A/MIF/ANGPT1/F2RL1/CXCL12/S100A4",9
"GO:0042417","dopamine metabolic process","7/655","45/18860",0.155555555555556,4.47905004240882,4.43199702124366,0.000848915677888158,0.00811866227050534,0.00571765438098246,"NPR1/MAOA/HPRT1/SLC1A1/ALDH2/GPR37/NR4A2",7
"GO:0007411","axon guidance","19/655","243/18860",0.0781893004115226,2.25137435994094,3.72409008804338,0.000871264353794558,0.00831661428622078,0.0058570641965615,"SLIT2/SEMA5A/FEZ1/ANOS1/SEMA3G/MYH10/NFASC/SEMA6A/EFNA4/PTCH1/EFNB2/ABLIM1/FLRT3/ETV1/CXCL12/EDN1/MATN2/NR4A3/EDNRA",19
"GO:0032755","positive regulation of interleukin-6 production","11/655","103/18860",0.106796116504854,3.07507596531535,4.00548917108019,0.000897815709024413,0.00853771919525102,0.00601277968387353,"CD36/AGER/LPL/INAVA/IL33/HYAL2/F2RL1/HSPD1/TYROBP/POU2AF1/IL6",11
"GO:0034109","homotypic cell-cell adhesion","11/655","103/18860",0.106796116504854,3.07507596531535,4.00548917108019,0.000897815709024413,0.00853771919525102,0.00601277968387353,"HBB/PLPP3/SLC6A4/MYL9/DSG2/CEACAM1/CEACAM5/DSP/COMP/SLC7A11/IL6",11
"GO:0097485","neuron projection guidance","19/655","244/18860",0.0778688524590164,2.24214741584282,3.70432861832048,0.000915030749999763,0.00865697414833156,0.00609676625484002,"SLIT2/SEMA5A/FEZ1/ANOS1/SEMA3G/MYH10/NFASC/SEMA6A/EFNA4/PTCH1/EFNB2/ABLIM1/FLRT3/ETV1/CXCL12/EDN1/MATN2/NR4A3/EDNRA",19
"GO:0007093","mitotic cell cycle checkpoint signaling","13/655","136/18860",0.0955882352941176,2.75235743152223,3.89024964070362,0.00091722702285894,0.00865697414833156,0.00609676625484002,"ZWINT/CDC20/CCNB1/CENPF/CDK1/MAD2L1/BIRC5/BUB1B/BUB1/TTK/DUSP1/NDC80/TRIP13",13
"GO:0032612","interleukin-1 production","13/655","136/18860",0.0955882352941176,2.75235743152223,3.89024964070362,0.00091722702285894,0.00865697414833156,0.00609676625484002,"CD36/AGER/LPL/GAS6/INAVA/ACP5/F2RL1/CEACAM1/TYROBP/CX3CR1/IGHD/EGR1/IL6",13
"GO:0032652","regulation of interleukin-1 production","13/655","136/18860",0.0955882352941176,2.75235743152223,3.89024964070362,0.00091722702285894,0.00865697414833156,0.00609676625484002,"CD36/AGER/LPL/GAS6/INAVA/ACP5/F2RL1/CEACAM1/TYROBP/CX3CR1/IGHD/EGR1/IL6",13
"GO:0016053","organic acid biosynthetic process","24/655","342/18860",0.0701754385964912,2.02062407928217,3.61298752527647,0.000921753767043375,0.00868343735681983,0.00611540325129417,"ACADL/FGFR4/ACACB/NME1/MIF/LPL/QKI/CDO1/PTGDS/PLA2G1B/PDK4/PLOD2/CES1/KAT2B/FABP5/ALDH1A1/SHMT2/ALOX5/MTHFD2/CEACAM1/EDN1/GGTLC1/ALOX5AP/PLA2G4A",24
"GO:0032722","positive regulation of chemokine production","9/655","73/18860",0.123287671232877,3.54993202969779,4.14043484772694,0.000929316668590618,0.00873835076435955,0.00615407660347126,"AGER/MIF/LPL/IL33/F2RL1/POSTN/IL1RL1/EGR1/IL6",9
"GO:0001755","neural crest cell migration","8/655","59/18860",0.135593220338983,3.90425669556217,4.23794356409131,0.000941676360622034,0.00882165215155214,0.00621274249269712,"EDNRB/SEMA5A/SEMA3G/SEMA6A/ZEB2/EDN1/FOLR1/EDNRA",8
"GO:0072132","mesenchyme morphogenesis","8/655","59/18860",0.135593220338983,3.90425669556217,4.23794356409131,0.000941676360622034,0.00882165215155214,0.00621274249269712,"FOXF1/TBX2/TMEM100/ENG/TBX3/TGFBR2/HEY1/BMP2",8
"GO:0048483","autonomic nervous system development","7/655","46/18860",0.152173913043478,4.38167938931298,4.35567447748479,0.000971742990964482,0.00906960124900184,0.00638736328563788,"EDNRB/ADARB1/SOX4/HLX/SLC6A4/TFAP2A/EDNRA",7
"GO:0060412","ventricular septum morphogenesis","7/655","46/18860",0.152173913043478,4.38167938931298,4.35567447748479,0.000971742990964482,0.00906960124900184,0.00638736328563788,"TGFBR3/SLIT2/TBX3/TGFBR2/SOX4/FGFR2/HEY1",7
"GO:0051225","spindle assembly","13/655","137/18860",0.0948905109489051,2.73226723129214,3.85986480674896,0.000981999412062051,0.00913150744795708,0.00643096138565399,"RCC1/CDC20/CCNB2/TPX2/ASPM/NEK2/BIRC5/KIF2A/KIF4A/AURKA/PRC1/KIF11/NDC80",13
"GO:0055007","cardiac muscle cell differentiation","13/655","137/18860",0.0948905109489051,2.73226723129214,3.85986480674896,0.000981999412062051,0.00913150744795708,0.00643096138565399,"GATA6/TBX3/MYH11/GREM1/MEIS1/MYH10/CCNB1/NEBL/FHL2/CDK1/EFNB2/BMP2/EDN1",13
"GO:0001991","regulation of systemic arterial blood pressure by circulatory renin-angiotensin","5/655","23/18860",0.217391304347826,6.25954198473282,4.78729967196362,0.000994986706378344,0.00918449267426164,0.00646827679565795,"EDNRB/MME/AGTR2/CPA3/F2RL1",5
"GO:0016338","calcium-independent cell-cell adhesion via plasma membrane cell-adhesion molecules","5/655","23/18860",0.217391304347826,6.25954198473282,4.78729967196362,0.000994986706378344,0.00918449267426164,0.00646827679565795,"CLDN5/CLDN18/CLDN4/CLDN3/BMP2",5
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","5/655","23/18860",0.217391304347826,6.25954198473282,4.78729967196362,0.000994986706378344,0.00918449267426164,0.00646827679565795,"CCNB1/MAD2L1/BIRC5/DUSP1/NDC80",5
"GO:1903504","regulation of mitotic spindle checkpoint","5/655","23/18860",0.217391304347826,6.25954198473282,4.78729967196362,0.000994986706378344,0.00918449267426164,0.00646827679565795,"CCNB1/MAD2L1/BIRC5/DUSP1/NDC80",5
"GO:0048863","stem cell differentiation","20/655","265/18860",0.0754716981132075,2.17312400979404,3.64798805520299,0.000999809459181938,0.00919532787276819,0.0064759075996187,"EDNRB/GPM6A/TAL1/TBX2/SEMA5A/GATA6/TBX3/TGFBR2/SEMA3G/GREM1/A2M/FGFR2/EPCAM/SEMA6A/ZEB2/PTN/EDN1/EZH2/FOLR1/EDNRA",20
"GO:0060047","heart contraction","20/655","265/18860",0.0754716981132075,2.17312400979404,3.64798805520299,0.000999809459181938,0.00919532787276819,0.0064759075996187,"EDNRB/EPAS1/CAV1/FXYD1/TBX2/TNNC1/GATA6/NEDD4L/DES/ATP2A2/HBEGF/SLC1A1/DSG2/AGTR2/RPS6KA2/EDN1/DMD/DSP/NMU/EDNRA",20
"GO:0046209","nitric oxide metabolic process","10/655","89/18860",0.112359550561798,3.2352688909855,4.00927375443493,0.00102585427045871,0.00940234572318387,0.00662170212585129,"CD36/CAV1/KLF2/KLF4/HBB/CLU/ACP5/EDN1/NQO1/CX3CR1",10
"GO:0060420","regulation of heart growth","9/655","74/18860",0.121621621621622,3.50195997524242,4.09038038707666,0.0010260496324903,0.00940234572318387,0.00662170212585129,"TGFBR3/ACACB/TBX2/GATA6/FGFR2/CCNB1/CDK1/RBP4/EDN1",9
"GO:0055123","digestive system development","14/655","155/18860",0.0903225806451613,2.6007387343019,3.79570179688886,0.00103549354145539,0.00947166506158829,0.00667052100828649,"EDNRB/TCF21/FOXF1/CLDN18/HOXA5/GATA6/HLX/FGFR2/CCNB1/FOXF2/COL3A1/CDKN1C/LGR4/AGR2",14
"GO:0035270","endocrine system development","13/655","138/18860",0.0942028985507246,2.71246819338422,3.82975132603813,0.00105055572930944,0.0095894901002533,0.00675350054679493,"HOXA5/GATA2/GATA6/MDK/SOX4/CDH1/SRD5A1/CDKN1C/BMP2/EDN1/DKK3/EDNRA/IL6",13
"GO:0070664","negative regulation of leukocyte proliferation","11/655","105/18860",0.104761904761905,3.01650308978553,3.93024519756021,0.00105380873437104,0.0095894901002533,0.00675350054679493,"LRRC32/GREM1/SFTPD/IL33/HLA-E/TNFRSF21/VSIG4/TYROBP/SCGB1A1/CDKN2A/MNDA",11
"GO:0034332","adherens junction organization","8/655","60/18860",0.133333333333333,3.83918575063613,4.1780645542706,0.00105408284038499,0.0095894901002533,0.00675350054679493,"CDH5/RAMP2/FERMT2/INAVA/CDH1/CDH3/EFNB2/DSP",8
"GO:0006002","fructose 6-phosphate metabolic process","4/655","14/18860",0.285714285714286,8.226826608506,5.13081904341782,0.00109242018608398,0.00983178167475584,0.00692413696893832,"GFPT1/PFKP/GPI/FBP1",4
"GO:0042447","hormone catabolic process","4/655","14/18860",0.285714285714286,8.226826608506,5.13081904341782,0.00109242018608398,0.00983178167475584,0.00692413696893832,"SPP1/HSD17B6/SRD5A1/MME",4
"GO:0044857","plasma membrane raft organization","4/655","14/18860",0.285714285714286,8.226826608506,5.13081904341782,0.00109242018608398,0.00983178167475584,0.00692413696893832,"CAV1/EMP2/CAV2/COLEC12",4
"GO:0051231","spindle elongation","4/655","14/18860",0.285714285714286,8.226826608506,5.13081904341782,0.00109242018608398,0.00983178167475584,0.00692413696893832,"BIRC5/KIF4A/PRC1/KIF11",4
